Time, Username, Tweet, Replies, Retweets, Likes, Language, urlStatus
Apr 10,@lippockrg,"2 Years installment with interest 0%
PRICE INCREASE per 1 May 2019
A joint venture with Mitsubishi Corporation & contractor by PT Kajima Indonesia from Meikarta CBD Orange County
Contact us 021 8067 9388 WA 0821 2147 3088
#LippoCikarang #MeikartaCBD #Apartement #Apartment #Homepic.twitter.com/FvpccZmxwl",0,0,1,,https://twitter.com/lippockrg/status/1115827062072328196
Mar 7,@ZipBian,"All New Nissan Livina 2019 MPV Indonesia REVIEW
All New Nissan Livina built using a platform from Mitsubishi Xpander, but in a distinctly different appearance.  this video and the reviews
https://www.youtube.com/watch?v=r19srGjOdD0 …pic.twitter.com/jhfC6ru9bC",0,0,1,,https://twitter.com/ZipBian/status/1103354760625680385
8 Dec 2018,@PasarGambreng,"Paint protection fastcoat and full package detailing

#xpander #mitsubishi #mitsubishioutlander
#onlyoriginalproduct #salonmobil #paintprotection #nanocoating #indonesia #jakarta #pasargambrengpic.twitter.com/ZuwfYoUqht",0,0,1,,https://twitter.com/PasarGambreng/status/1071171162019774464
Feb 28,@CornwallMitsu,#Mitsubishi #XPANDER Flies High With Garuda Indonesia Aircraft #MitsubishiXPANDER #IndonesiaGaruda #MitsubishiMotors #Mitsubishi_ID #DriveYourAmbition https://goo.gl/rMTY3t pic.twitter.com/Glsckd5EbL,0,2,2,,https://twitter.com/CornwallMitsu/status/1101137307267223553
21 Dec 2018,@BolaBanget,Mitsubishi Indonesia Recall 5.431 Unit Colt T120SS http://bolabanget.id/preview/1978296/mitsubishi-indonesia-recall-5431-unit-colt-t120ss …pic.twitter.com/JjKew924ID,0,0,0,,https://twitter.com/BolaBanget/status/1076058462226968576
Apr 12,@EmfiSecurities,Injection of Mitsubishi's Spirit to Launch This Car in Indonesia - VIVA - http://VIVA.co.id https://www.viva.co.id/otomotif/mobil/1138957-suntikan-semangat-mitsubishi-luncurkan-mobil-ini-di-indonesia …,0,0,0,,https://twitter.com/EmfiSecurities/status/1116536431588118533
Jan 8,@newrika_auto,"#mitsubishi #pajero #sport #dakar #caraudio #design
-
#jbl
#pioneer
#harmonicdrivetechnologies
#vox #altitude 
-
Job well done by #newrika #dandytradition 
-
#mitsubishiindonesia… https://www.instagram.com/p/BsXmvqInbW6/?utm_source=ig_twitter_share&igshid=1rjcbwn7mmlol …",0,1,0,,https://twitter.com/newrika_auto/status/1082572312795365376
Feb 23,@wahiddin666,"HAPPY WEEKAND
#pajerorockford #mobilhebat #tanggungjawab #family #Fe74 #mobilelegends #mitsubishiindonesia #colt #coltdiesel
#outlandersportclub #outlandersports #outlander_crew… https://www.instagram.com/p/BuOWijHHiXI/?utm_source=ig_twitter_share&igshid=1gek9ov01c4xg …",0,0,0,,https://twitter.com/wahiddin666/status/1099284909657477120
12h12 hours ago,@Mitsubishi_ID,"Mitsubishi Family, jangan lupa untuk datang ke Booth Mitsubishi Motors di ""Indonesia International Motor Show 2019"" (IIMS 2019) yang berlokasi di Hall A1 dari tanggal 25 April hingga 05 Mei 2019. pic.twitter.com/UC8Ga5zsbH",2,0,11,Indonesian,https://twitter.com/Mitsubishi_ID/status/1121006559725621248
17h17 hours ago,@budi50156976,https://images.app.goo.gl/CRF3gwR2818XhbmK7 …,0,0,0,,https://twitter.com/budi50156976/status/1120927633963798528
Apr 24,@wbar_custom,"Prepare a Journey Out from Indonesia ....

Mitsubishi Pajero 
WBar Custom Winch Bracket
WBar Custom Roofrack with Awning 
WBar Custom Towbar with Jeriqan Add-On Bracket… https://www.instagram.com/p/BwnBJgrFzt7/?utm_source=ig_twitter_share&igshid=1l9pecvszrw68 …",0,0,0,,https://twitter.com/wbar_custom/status/1120770220333895680
Apr 23,@Mitsubishi_ID,"Terima Kasih, keluarga Indonesia atas kepercayaanya memilih Mitsubishi Xpander.  Atas kepercayaan Mitsubishi Family,  Anda telah mengantarkan Mitsubishi Xpander meraih berbagai pencapaian yang membanggakan. pic.twitter.com/zXUZFwSPuG",2,3,31,Indonesian,https://twitter.com/Mitsubishi_ID/status/1120571045235384325
Apr 22,@IIMS_ID,"PT. Mitsubishi Motors Krama Yudha Sales Indonesia akan meluncurkan Xpander edisi khusus di Telkomsel IIMS 2019 ini. Terlihat adanya diferensiasi melalui penambahan aksesoris maupun aksen di beberapa bagian. Yuk, datang ke booth Mitsubishi!
⠀
#Telkomseliims2019 #IIMS2019pic.twitter.com/ix76NNCsC9",0,1,0,Indonesian,https://twitter.com/IIMS_ID/status/1120324128332849152
Apr 22,@capumoni_,"Bluebird Punya Taksi Listrik, Mitsubishi Ikut Senang - PT Blue Bird Tbk mengumumkan akan segera mengoperasikan taksi listrik di Indonesia. http://bit.ly/2IMfhTe pic.twitter.com/bIQH9oezLU",0,0,0,Indonesian,https://twitter.com/capumoni_/status/1120308058717073410
Apr 22,@Mitsubishi_ID,"Prestasi Mitsubishi Motors di Indonesia tidak hanya meraih penjualan tertinggi secara global, tapi juga memiliki sumber daya manusia (SDM) yang terampil. Hal ini dibuktikan pada ajang Mitsubishi Motors Global Service Skills Contest 2019 di Tokyo, Jepang. pic.twitter.com/vFSZfpoLTz",2,5,22,Indonesian,https://twitter.com/Mitsubishi_ID/status/1120275398376341504
Apr 21,@intersport_id,Mitsubishi Indonesia Akan Luncurkan Mobil Rally Baru http://dlvr.it/R3DJF0 pic.twitter.com/TqSz6eklyS,0,0,2,Indonesian,https://twitter.com/intersport_id/status/1119932578390142977
Apr 19,@mArvAlcao17,"A bit twist on the world of AP4 cars:

Rifat Sungkar and Mitsubishi Indonesia will launch the Xpander AP4 concept on 2019 Indonesia International Motor Show (IIMS).

Yes, the base is the 7-seater MPV car.

@KiwiWRCfan @eWRCresults @HartusvuoriWRC @planetemarcus @OpensTightenspic.twitter.com/xoFbatQd02",0,0,2,,https://twitter.com/mArvAlcao17/status/1119246367010873344
Apr 18,@Mitsubishi_ID,Yang jadi kebanggaan kini tampil beda. Nantikan kehadirannya di Mitsubishi Motors Booth Hall A1 Indonesia International Motors Show (IIMS) 25 April – 05 Mei 2019 di JIExpo Kemayoran. pic.twitter.com/WSjDpT6fvC,1,5,23,Indonesian,https://twitter.com/Mitsubishi_ID/status/1118844942426656768
Apr 18,@AgyaClubIndo,"Mitsubishi Xpander Special Edition Menuju IIMS 2019, Beda Dimana? pic.twitter.com/oJO5TuyCzx",0,0,0,Indonesian,https://twitter.com/AgyaClubIndo/status/1118814449945722880
Apr 18,@capumoni_,"Bocor, Mitsubishi Xpander Edisi Khusus - Menjelang Indonesia International Motor Show, Mitsubishi memperlihatkan teaser foto Mitsubishi Xpander edisi khusus. http://bit.ly/2GlVhUF pic.twitter.com/0FyyPzElca",0,0,0,Indonesian,https://twitter.com/capumoni_/status/1118772972079202307
Mar 26,@samuellumentut,"Shop visit! Today National Elektronik is visited by team from PT. Mitsubishi Electric Indonesia (MEIN)
.
We were visited by Mr. Osamu Nagaishi the GM of Living Environment Division and Mr.… https://www.instagram.com/p/BvdxN4VAjX9/?utm_source=ig_twitter_share&igshid=6nuico0waflf …",0,0,0,,https://twitter.com/samuellumentut/status/1110461351368028161
Mar 20,@Dewi_Milani,"Ceremonial Ship Launching
SPOB Pulomas Jaya 
Self Propeller Oil Barge 
(Double Bottom & Single Hull) 
1000 Kl/Ton 
Bureau Classification Indonesia 
Powered by Mitsubishi https://www.instagram.com/p/BvNva_XgCBq/?utm_source=ig_twitter_share&igshid=1ci4t9cd85st5 …",0,0,0,,https://twitter.com/Dewi_Milani/status/1108205601576779776
